Ime,Starost,Poklic,Rojstni dan
Kanye West,47,Rapper,08-06
Layla Eleni,13,TikTok Star,08-06
Gionna Daddio,30,Wrestler,08-06
Rosanna Pansino,39,YouTube Star,08-06
Hayes Grier,24,Instagram Star,08-06
Niko Bear McBride,6,YouTube Star,08-06
Francesca Capaldi,20,TV Actress,08-06
Perri LeRoy,13,YouTube Star,08-06
Victoria Adeyinka,21,TikTok Star,08-06
Enzo Knol,31,YouTube Star,08-06
BunnieClaire,36,YouTube Star,08-06
Michael FamilyFunPack,11,YouTube Star,08-06
Edwin Lopez,20,TikTok Star,08-06
Torrey Devitto,40,TV Actress,08-06
Rob Lopez,28,YouTube Star,08-06
Sarah Maddack,30,TikTok Star,08-06
Awesamdude,25,Twitch Star,08-06
Daniel the Cameraman,40,YouTube Star,08-06
Mateo Ronaldo dos Santos,7,Family Member,08-06
Tom Grennan,29,Pop Singer,08-06
Eva María Dos Santos,7,Family Member,08-06
Bonnie Tyler,73,Pop Singer,08-06
Nancy Sinatra,84,Country Singer,08-06
Clayton Bush,24,Instagram Star,08-06
Mia Woodhall,22,Instagram Star,08-06
347aidan,21,Pop Singer,08-06
Charlotte Lawrence,24,Pop Singer,08-06
Paul Barbato,37,YouTube Star,08-06
Alexa Nisenson,18,Movie Actress,08-06
Pam Thomason,43,TikTok Star,08-06
Damn Jamm,33,Instagram Star,08-06
Gwyneth Weiss,14,YouTube Star,08-06
Tony Hinchcliffe,40,Comedian,08-06
Daniel Rustage,26,YouTube Star,08-06
Ashley Biden,43,Family Member,08-06
Frank Grillo,59,TV Actor,08-06
DiMaggio Voss,18,Fashion Designer,08-06
Kareem krysandkareem,32,TikTok Star,08-06
Owen Warner,25,Soap Opera Actor,08-06
Alexa Reddy,20,Movie Actress,08-06
Keenen Ivory Wayans,66,Movie Actor,08-06
Judith Arias,23,Instagram Star,08-06
Maria Menounos,46,TV Show Host,08-06
Affiong Harris,29,YouTube Star,08-06
Jules,26,Rapper,08-06
Cristóbal Álvarez,34,Model,08-06
