Ime,Starost,Poklic,Rojstni dan
Ariana Grande,31,Pop Singer,26-06
Andrew Davila,24,YouTube Star,26-06
Jacob Elordi,27,Movie Actor,26-06
Jennette McCurdy,32,TV Actress,26-06
King Bach,36,TV Actor,26-06
Amanda Cerny,33,YouTube Star,26-06
Mikey Williams,20,Basketball Player,26-06
Rucrew Mya,17,Instagram Star,26-06
Aubrey Plaza,40,TV Actress,26-06
Wonhee,17,Pop Singer,26-06
Samantha Sharpe,29,TikTok Star,26-06
Isaac Johnston,16,YouTube Star,26-06
Sara James,27,YouTube Star,26-06
Indila,40,R&B Singer,26-06
Cassie Hollister,27,Instagram Star,26-06
Cristian Llama,38,Soccer Player,26-06
Chiquis,39,World Music Singer,26-06
Derek Jeter,50,Baseball Player,26-06
Drew Monson,29,YouTube Star,26-06
Natalia Taylor,28,YouTube Star,26-06
Cuco,26,Pop Singer,26-06
CeyNoLimit,29,YouTube Star,26-06
Izzy Life with Brothers,16,YouTube Star,26-06
Wyatt McClure,16,TV Actor,26-06
Carew Ellington,22,TikTok Star,26-06
Iman Shumpert,34,Basketball Player,26-06
Ashton Ray,21,TikTok Star,26-06
Coco Star,21,YouTube Star,26-06
Ariyan Rosé,26,YouTube Star,26-06
Ryan Tedder,45,Pop Singer,26-06
Michael Vick,44,Football Player,26-06
Messiah Dixon,22,TikTok Star,26-06
Dustin Martin,33,Australian Rules Footballer,26-06
Shannon Sharpe,56,Football Player,26-06
Angelina Pivarnick,38,Reality Star,26-06
Harley Quinn Smith,25,Movie Actress,26-06
Andrew Lowe,27,YouTube Star,26-06
ShadyPenguinn,33,YouTube Star,26-06
Ryan Abe,34,YouTube Star,26-06
Rudy Gobert,32,Basketball Player,26-06
Robert Carroll,25,TikTok Star,26-06
Robert Davi,71,Movie Actor,26-06
Baby Gang,23,Rapper,26-06
Nick Offerman,54,TV Actor,26-06
Chris O'Donnell,54,Movie Actor,26-06
Jason Schwartzman,44,Movie Actor,26-06
YoungLo,23,TikTok Star,26-06
DeAndre Brown,25,TikTok Star,26-06
