Ime,Starost,Poklic,Rojstni dan
Lionel Messi,37,Soccer Player,24-06
Tana Mongeau,26,YouTube Star,24-06
Nick Bencivengo,21,TikTok Star,24-06
JackSucksAtLife,28,YouTube Star,24-06
Ariana Madix,39,TV Actress,24-06
Mindy McKnight,45,YouTube Star,24-06
Brooke Morton,18,TikTok Star,24-06
Sunoo,21,Pop Singer,24-06
Snow Tha Product,37,Rapper,24-06
Domo Wilson,30,YouTube Star,24-06
Eddie Zepeda,26,TikTok Star,24-06
Solange Knowles,38,R&B Singer,24-06
Lil Drip,28,Rapper,24-06
Xia Capretta,18,YouTube Star,24-06
Autumn!,27,Rapper,24-06
Liana Ramirez,26,TV Actress,24-06
Louis Gantus,22,YouTube Star,24-06
8-BitRyan,30,YouTube Star,24-06
Darwin Núñez,25,Soccer Player,24-06
Larry Croft,21,YouTube Star,24-06
Mozzy,37,Rapper,24-06
Erin Moriarty,30,TV Actress,24-06
RobertIDK,30,YouTube Star,24-06
Duki,28,Rapper,24-06
Candice Patton,36,TV Actress,24-06
Mindy Kaling,45,TV Actress,24-06
Stassi Schroeder,36,Reality Star,24-06
Amir Talai,47,Voice Actor,24-06
6lack,32,R&B Singer,24-06
Emmali Way,9,YouTube Star,24-06
Raven Goodwin,32,TV Actress,24-06
Mogswamp,28,YouTube Star,24-06
Coy Stewart,26,TV Actor,24-06
Minka Kelly,44,TV Actress,24-06
Harris Dickinson,28,TV Actor,24-06
Michael Morgan,29,YouTube Star,24-06
Derek Luh,32,Rapper,24-06
JJ Redick,40,Basketball Player,24-06
Rebecca Cooke,23,Family Member,24-06
Jordan Davies,32,Reality Star,24-06
Raven Tracy,31,Instagram Star,24-06
Claudia Sheinbaum,62,Politician,24-06
David Alaba,32,Soccer Player,24-06
Dexter Darden,33,Movie Actor,24-06
Micah Richards,36,Soccer Player,24-06
Reed Sheppard,20,Basketball Player,24-06
