Ime,Starost,Poklic,Rojstni dan
Benet Nicole,24,TikTok Star,09-06
Johnny Depp,61,Movie Actor,09-06
Xolo Maridueña,23,TV Actor,09-06
Natalie Portman,43,Movie Actress,09-06
Stassiebaby,27,Instagram Star,09-06
Austin Taylor,19,Dancer,09-06
Laurie Hernandez,24,Gymnast,09-06
Maja Ciesielska,19,TikTok Star,09-06
Michael J. Fox,63,Movie Actor,09-06
Aushen Ride,22,TikTok Star,09-06
Bonbo,17,YouTube Star,09-06
Zack Bia,28,Instagram Star,09-06
b3eleyy,20,Roblox Star,09-06
daisybloomss,23,TikTok Star,09-06
Mae Whitman,36,TV Actress,09-06
Datboi_Caleb,15,TikTok Star,09-06
Diego Laínez,24,Soccer Player,09-06
Tanya Burr,35,TV Actress,09-06
Dolly Sone,43,TikTok Star,09-06
Ashley Elliott,29,TikTok Star,09-06
Roly May,46,TikTok Star,09-06
Demetrice Nguyen,30,TV Actor,09-06
Krystalogy,26,YouTube Star,09-06
Dylan Marlowe,27,Country Singer,09-06
Marissa Da'Nae,28,Instagram Star,09-06
Loreto Peralta,20,Movie Actress,09-06
Matty Bianchi,21,TikTok Star,09-06
Tamela Mann,58,Movie Actress,09-06
Xavier Serrano,31,Model,09-06
Emily Bador,27,Model,09-06
Britney Ta,24,TikTok Star,09-06
Jocelyn Macnab,19,TV Actress,09-06
David Williams,44,Ni poklica,09-06
Sasha Morpeth,25,Instagram Star,09-06
MAMAs b0y,26,YouTube Star,09-06
Nics Orense,21,TikTok Star,09-06
Jaxen Wright,20,TikTok Star,09-06
Logan Browning,35,Movie Actress,09-06
Matthew Bellamy,46,Rock Singer,09-06
Santiago Armando,21,TikTok Star,09-06
Keaton Speirs,30,YouTube Star,09-06
RiceCup,29,YouTube Star,09-06
Vivian Shea,20,YouTube Star,09-06
Ko Yan,18,TikTok Star,09-06
Morgan Landrigan,18,Dancer,09-06
T.D. Jakes,67,Religious Leader,09-06
Zac Vran,28,Dancer,09-06
Kaeli Ware,24,Dancer,09-06
